CustomerID,FirstName,LastName,LoyaltyClubMember,StateID
11061,Catalina,Nolan,1,38
11062,Sidney,Mcdaniel,1,20
11063,Jaiden,Rice,0,9
11064,Vaughn,Barber,0,5
11065,Ryland,Bennett,1,1
11066,Azaria,Wise,1,10
11067,Malachi,Dunn,1,8
11068,Aedan,Edwards,0,34
11069,Jacey,Weiss,0,34
11070,Phoebe,Clay,0,31
11071,Maverick,Odom,0,31
11072,Gwendolyn,Harper,1,31
11073,Demetrius,Ball,0,34
11074,Aydin,Crosby,0,31
11075,Aydin,Haley,0,31
11076,Alaina,Wise,0,34
11077,Reid,James,0,38
11078,Hugh,Bennett,0,2
11079,Vanessa,Nguyen,1,34
11080,Catalina,Rojas,0,34
11081,Reilly,Ho,0,5
11082,Frederick,Cervantes,1,11
11083,Alessandro,Short,0,1
11084,Journey,Murillo,0,8
11085,Ryland,Mack,0,1
11086,Cooper,Diaz,0,1
11087,Sariah,Preston,0,47
11088,Jacey,Lane,0,1
11089,Alfonso,Sloan,1,47
11090,Abigayle,Mcdonald,0,11
11091,Jaylene,Rosales,1,2
11092,Marley,Blanchard,1,38
11093,Roy,Holmes,1,31
11094,Thomas,Kennedy,1,34
11095,Maximo,Santos,0,31
11096,Yahir,Preston,1,34
11097,Bailey,Wise,0,38
11098,Audrina,Lynn,1,31
11099,Maverick,Vang,1,34
11100,Jaylen,Sweeney,0,31
11101,Azaria,Cantu,1,38
11102,Alaina,Thornton,0,31
11103,Mason,Parker,0,38
11104,Braiden,Anthony,0,31
11105,Luka,Rose,1,38
11106,Vaughn,Andrade,0,38
11107,Christian,Myers,1,34
11108,Amani,Murillo,1,38
11109,Lorenzo,Arias,1,31
11110,Haiden,Morris,0,31
11111,Mariana,Mccarty,0,31
11112,August,Hicks,0,31
11113,Aydin,Barnett,1,34
11114,Quentin,Hanna,0,38
11115,Ulises,Brandt,0,34
11116,Celia,Meyer,0,31
11117,Vanessa,Owens,1,31
11118,Rudy,Ayala,0,38
11119,Makayla,Allen,0,31
11120,Camren,Harper,0,34
11121,Trevin,Morris,0,34
11122,Destiny,Bradley,0,31
11123,Aurora,Norman,1,34
11124,Maximo,Vaughn,1,38
11125,Elvis,Mcdaniel,0,34
11126,Rachael,Horton,1,34
11127,Karli,Parker,1,37
11128,Malachi,Woodard,1,27
11129,Cooper,Nguyen,0,45
11130,Jaylene,Santos,0,20
11131,Paula,Chandler,0,2
11132,Lilliana,Weiss,0,17
11133,Reilly,Little,0,27
11134,Karla,Moss,0,38
11135,Juan,Acosta,1,1
11136,Aedan,Dennis,0,42
11137,Bridger,Garrison,0,10
11138,Paityn,Mcfarland,0,47
11139,Alani,Wise,0,31
11140,Timothy,Brandt,1,47
11141,Yasmine,Woodard,0,1
11142,Jakobe,Meyers,0,17
11143,Paloma,Padilla,0,1
11144,James,Serrano,0,10
11145,Phoebe,Sweeney,0,9
11146,Yasmine,Whitaker,0,31
11147,Braiden,Schwartz,0,31
11148,Franco,Lynn,0,34
11149,Carina,Pratt,1,31
11150,Lorena,Nolan,0,38
11151,Anderson,Baxter,0,38
11152,Carissa,Whitney,0,27
11153,Luka,Lynn,1,20
11154,Tiffany,Hutchinson,0,40
11155,Ayana,Ashley,0,11
11156,Hugh,Holmes,1,5
11157,Maxwell,Mcdonald,0,8
11158,Alex,Buckley,1,5
11159,Quintin,Reed,0,1
11160,Mariana,Shelton,0,5
11161,Micah,Rosales,0,47
11162,Jaylynn,Bryan,0,5
11163,Paula,Arroyo,0,1
11164,Dalton,Hooper,1,1
11165,Jasmin,Sweeney,1,47
11166,Aydan,Christian,1,49
11167,Audrina,Novak,0,49
11168,Chana,Owens,0,5
11169,Ryland,Gutierrez,0,11
11170,Rachael,Reed,0,8
11171,Aydan,Hicks,0,1
11172,Yasmine,Randall,0,20
11173,Skyler,Bullock,0,8
11174,Roy,Novak,0,47
11175,Catalina,Hale,0,5
11176,Lilliana,Chandler,0,17
11177,Sandra,Rice,1,37
11178,Hana,Schwartz,0,1
11179,Chase,Higgins,0,47
11180,Jasper,Whitaker,0,1
11181,Anahi,Baxter,0,5
11182,Christian,Ball,1,20
11183,Duncan,Whitney,0,11
11184,Macie,Arroyo,0,1
11185,Catalina,Munoz,0,25
11186,Marilyn,Norman,0,5
11187,Maxwell,Norman,0,49
11188,Jordyn,Weiss,1,5
11189,Catalina,Hickman,1,40
11190,Thomas,Yates,0,47
11191,Micah,Rojas,0,1
11192,Bailey,Keller,1,45
11193,Braiden,Rojas,1,45
11194,Jasper,Arnold,0,11
11195,Alisson,Shelton,0,9
11196,Rebekah,Glover,0,40
11197,Hana,Cervantes,0,45
11198,Elvis,Ross,0,11
11199,Hugh,Santos,0,47
11200,Chase,Munoz,1,25
11201,Marely,Dennis,0,1
11202,Gwendolyn,Ball,0,47
11203,Karla,Novak,0,42
11204,Skyler,Munoz,0,45
11205,Rebekah,Mack,0,9
11206,Celia,Rose,1,20
11207,Amani,Weiss,0,8
11208,August,Hood,0,37
11209,Kali,Smith,0,37
11210,Karla,Horton,0,37
11211,Haiden,Odom,0,2
11212,Elliott,Meyer,0,42
11213,Zayden,Murillo,0,8
11214,Zayden,Arias,0,45
11215,Karla,Short,0,2
11216,Jovany,Nolan,0,40
11217,Nathaly,Ashley,1,40
11218,Alani,Meadows,0,9
11219,Jax,Dunn,0,10
11220,Aydin,Lynn,0,37
11221,Reilly,Christian,1,11
11222,Duncan,Meyer,0,47
11223,Alessandro,Horton,0,42
11224,Luka,Santos,1,45
11225,Esteban,Buckley,1,45
11226,Mariana,Mcdonald,0,45
11227,Julien,Barnett,1,5
11228,Jayvion,Wyatt,0,47
11229,Belen,Patel,0,37
11230,Makayla,Arias,0,5
11231,Elliott,Bowman,0,40
11232,Chase,Faulkner,1,10
11233,Lorenzo,Avila,0,47
11234,Hayley,Whitney,0,1
11235,Frederick,Whitehead,0,8
11236,Lorena,Kramer,0,20
11237,Catalina,Buckley,0,44
11238,Journey,Myers,1,40
11239,Demetrius,Whitaker,0,20
11240,Reilly,Byrd,0,10
11241,Alivia,Cooley,0,30
11242,Alexandra,Kennedy,0,21
11243,Sidney,Murillo,0,9
11244,Bridger,Olson,1,40
11245,Aylin,Anthony,0,44
11246,Quentin,Wyatt,1,6
11247,August,Shelton,1,8
11248,Quentin,Frederick,0,19
11249,Elliott,Gutierrez,1,13
11250,Aydin,Santos,1,27
11251,Duncan,Brandt,0,2
11252,Azaria,Odom,0,1
11253,Micah,Huff,1,17
11254,Jasmin,Little,1,27
11255,Alfonso,Meza,0,20
11256,Jaylan,Hodge,0,10
11257,August,Carson,1,11
11258,Mason,Holmes,0,5
11259,Paloma,Bennett,1,8
11260,Chana,Dennis,1,5
11261,Duncan,Hicks,0,5
11262,Skyler,Lynn,1,2
11263,Chana,Glover,0,9
11264,Journey,Mcknight,1,40
11265,Emery,Mack,0,40
11266,Vance,Arias,0,49
11267,Brianna,Meyers,1,37
11268,Rudy,Harper,0,11
11269,Thomas,Shelton,0,37
11270,Destinee,Anthony,1,5
11271,Yahir,Hooper,0,1
11272,Franco,Avila,0,5
11273,Quentin,Mack,0,11
11274,Demetrius,Cordova,1,45
11275,Katie,Arroyo,1,5
11276,Anahi,Preston,0,17
11277,Ayana,Reed,1,17
11278,Juan,Weiss,0,10
11279,Juan,Arias,1,10
11280,Vaughn,Ross,0,10
11281,Sandra,Garrison,0,11
11282,Camren,Allen,1,45
11283,Destinee,Nolan,1,37
11284,Hugh,Anthony,0,47
11285,Jaylin,Horton,1,11
11286,Ulises,Faulkner,0,11
11287,Dalton,Campbell,0,2
11288,Yasmine,Hood,0,5
11289,Catalina,Vaughn,0,37
11290,Katie,Hickman,0,11
11291,Quentin,Gray,1,47
11292,Jasmin,Barnett,0,11
11293,Hana,Bennett,0,8
11294,Malachi,Nolan,0,27
11295,Maxim,Vang,0,37
11296,Trevin,Murillo,0,27
11297,Hailee,Byrd,0,5
11298,Hayley,Lynn,1,11
11299,Juan,Mack,1,47
11300,Roy,Hooper,1,17
11301,Anderson,Parks,1,49
11302,Vaughn,Whitehead,0,8
11303,Alex,Higgins,0,27
11304,Misael,Campbell,0,49
11305,Shaylee,Padilla,1,11
11306,Maximo,Cooley,0,37
11307,Franco,Barnett,0,5
11308,Jasmin,Bryan,1,20
11309,Katie,Parker,1,8
11310,Roy,Bowman,0,5
11311,Esteban,Whitney,0,45
11312,Elvis,Pratt,0,10
11313,Zoe,Sherman,1,8
11314,Braiden,Diaz,1,10
11315,Saige,Keller,0,45
11316,Elias,Ramirez,0,17
11317,Vaughn,Morris,0,20
11318,Juan,Whitehead,0,45
11319,Emery,Murillo,0,37
11320,Katie,Rosales,0,11
11321,Karli,Christian,0,9
11322,August,Meadows,0,10
11323,Lilly,Browning,0,47
11324,Rhys,Smith,1,47
11325,Mason,Rice,1,49
11326,Alani,Buckley,0,37
11327,Quentin,Whitehead,1,1
11328,Saige,Huff,1,25
11329,Frederick,Yates,0,37
11330,Alessandro,Ross,1,2
11331,Quinn,Bowman,1,25
11332,Aedan,Diaz,0,50
11333,Hailee,Nolan,1,8
11334,Braelyn,Hale,0,40
11335,Zayden,Parker,1,44
11336,Vanessa,Ayala,1,46
11337,Jakobe,Gutierrez,1,49
11338,Alessandro,Little,0,26
11339,Paloma,Cooley,0,21
11340,Duncan,Mays,0,21
11341,Carissa,Parker,0,8
11342,Alfonso,Mcdonald,0,7
11343,Jasper,Costa,0,27
11344,Anderson,Ho,1,45
11345,Kali,Buckley,0,30
11346,Jaylen,Parker,0,21
11347,Juan,Owens,0,6
11348,Bailey,Bennett,0,50
11349,Julien,Holmes,0,26
11350,Gwendolyn,Santos,0,20
11351,Maximo,Moss,0,27
11352,James,Baxter,0,21
11353,Abram,Cantu,0,20
11354,Aydin,Mcknight,0,33
11355,Sariah,Ayala,0,20
11356,Elias,Costa,0,31
11357,Brycen,Gonzales,0,31
11358,Alessandro,Arroyo,0,31
11359,Aydin,Frederick,1,38
11360,Aylin,Rojas,1,38
11361,Roy,Buckley,0,34
11362,Vanessa,Mccarty,1,31
11363,Karla,Patel,0,31
11364,Mallory,Padilla,0,38
11365,Clara,Meyer,1,31
11366,Aydin,Padilla,0,31
11367,Demetrius,Rodgers,0,34
11368,Abigayle,Sherman,0,34
11369,Aydan,Preston,1,38
11370,Belen,Benton,0,31
11371,Cecilia,Harper,1,34
11372,Ryland,Lynn,0,38
11373,Gwendolyn,Adams,0,6
11374,Mason,Wise,0,4
11375,Bailey,Carson,0,49
11376,Audrina,Kennedy,0,8
11377,Shaylee,Novak,1,26
11378,Timothy,Vang,0,7
11379,Peyton,Smith,1,30
11380,Jaquan,Hale,0,6
11381,Abigayle,Jenkins,0,40
11382,Mason,Mays,0,21
11383,Alex,Todd,1,30
11384,Phoebe,Meyer,1,19
11385,Marilyn,Cantu,0,8
11386,Bridger,Rose,0,13
11387,Amani,Christian,0,9
11388,Reilly,Rosales,0,10
11389,Paityn,Sloan,0,4
11390,Alisson,Rojas,1,21
11391,Jayvion,Meadows,1,6
11392,Reid,Andrade,1,44
11393,Braiden,Gutierrez,0,21
11394,Paloma,Norman,0,9
11395,Paloma,Cantu,1,13
11396,Jasper,Jenkins,0,6
11397,Emery,Rosales,1,21
11398,August,Morris,1,10
11399,Jasmin,Lane,0,39
11400,Brianna,Lynn,0,10
11401,Jovany,Santos,0,19
11402,Maximo,Ross,0,30
11403,Destinee,Mays,0,7
11404,Hana,Jacobson,0,32
11405,Zoey,Short,0,32
11406,Trevin,Mcgee,0,30
11407,Jakobe,Holmes,1,13
11408,Alexus,Brandt,1,40
11409,Jaylen,Mays,1,21
11410,Ryker,Buckley,0,7
11411,Jaylene,Nolan,0,26
11412,Brianna,Short,0,50
11413,Julien,Gonzales,0,20
11414,Mason,Cantu,0,20
11415,Alessandro,Parsons,0,13
11416,Shaylee,Ashley,0,30
11417,Kali,Myers,0,39
11418,Misael,Christian,1,44
11419,Peyton,Mays,0,45
11420,Macie,Meadows,0,39
11421,Reid,Adams,1,33
11422,Vanessa,Padilla,0,27
11423,Maxwell,Hodge,0,44
11424,Bridger,Lara,0,4
11425,Marilyn,Ross,0,39
11426,Misael,Parks,0,26
11427,Aedan,Bullock,1,33
11428,Nathaly,Weiss,0,50
11429,Kali,Crosby,1,7
11430,Jordyn,Santos,0,26
11431,Marley,Walton,1,4
11432,Rhys,Francis,0,30
11433,Hailee,Haynes,1,46
11434,Phoebe,Gutierrez,0,40
11435,Bailey,Moss,0,32
11436,Julius,Francis,0,9
11437,Lorenzo,Holmes,0,30
11438,Hailee,Bryan,0,6
11439,Anderson,Mcdaniel,0,7
11440,Skyler,Allen,1,7
11441,Ryland,Barker,0,30
11442,Alessandro,Diaz,0,19
11443,Vanessa,Huff,0,34
11444,Jax,Sloan,0,31
11445,Lorenzo,Arnold,0,38
11446,Destiny,Sherman,0,38
11447,Jasmin,Carson,1,34
11448,Aydin,Hodge,0,38
11449,Audrina,Ayala,0,34
11450,Chana,Rose,0,38
11451,Mallory,Hanson,0,31
11452,Jaylen,Dennis,0,34
11453,Saige,Padilla,0,31
11454,Macie,Lynn,0,38
11455,Elliott,Kramer,0,38
11456,Jaquan,Sweeney,0,34
11457,Misael,Bowman,1,38
11458,Jasper,Todd,0,34
11459,Vaughn,Huff,0,34
11460,Marley,Allen,0,34
11461,Jakobe,Bowman,0,38
11462,Paityn,Rodgers,1,31
11463,Reilly,Blanchard,0,34
11464,Winston,Morris,0,38
11465,Abram,Norman,0,31
11466,Emery,Carson,0,31
11467,Destiny,Pratt,0,38
11468,Tiffany,Mays,0,20
11469,Carissa,Wise,0,10
11470,Duncan,Cantu,0,44
11471,James,Gray,0,46
11472,Jaylen,Christian,0,34
11473,Destiny,Rojas,0,21
11474,Aylin,Olson,0,45
11475,Micah,Griffin,1,40
11476,Mariana,Short,1,45
11477,Juan,Short,1,4
11478,Shaylee,Pratt,0,46
11479,Paula,James,1,7
11480,Reid,Moss,0,19
11481,Dalton,Byrd,0,13
11482,Kali,Sherman,0,27
11483,Mariana,Reilly,0,7
11484,Jaylynn,Parks,1,4
11485,Mallory,Dunn,0,10
11486,Cecilia,Adams,0,33
11487,Haiden,Francis,0,39
11488,Anahi,Cordova,0,20
11489,Ryland,Kennedy,0,20
11490,Paula,Ramirez,1,7
11491,Cooper,Edwards,0,40
11492,Skyler,Gray,0,44
11493,Brycen,Myers,0,8
11494,Braiden,Vang,1,9
11495,Shaylee,Wise,0,32
11496,Rudy,Mccarty,1,8
11497,Misael,Parsons,0,10
11498,Timothy,Ashley,0,17
11499,Azaria,Lara,0,11
11500,Kali,Mccarty,0,17
11501,Ray,Faulkner,0,17
11502,Tiffany,Walton,0,17
11503,Saige,Moss,0,5
11504,Audrina,Rojas,0,1
11505,Audrina,Ho,0,2
11506,Vanessa,Arias,0,2
11507,Mason,Odonnell,0,42
11508,Bridger,James,0,45
11509,Chase,Allen,1,11
11510,Alani,Mack,0,2
11511,Ulises,Hanna,0,40
11512,Camren,Holmes,0,2
11513,Skyler,Diaz,1,2
11514,Haiden,Odonnell,0,27
11515,Karli,Arroyo,0,11
11516,Yasmine,York,1,11
11517,Aylin,Francis,0,1
11518,Jaylene,Murillo,0,20
11519,Jaylin,Jacobson,1,42
11520,Phoebe,Novak,1,17
11521,Hillary,Novak,0,49
11522,Belen,Shelton,1,20
11523,Macie,Diaz,0,25
11524,August,Pratt,0,11
11525,Jax,Stephens,0,10
11526,Trevin,Nguyen,0,17
11527,Carina,Browning,0,1
11528,Paula,Cantu,1,37
11529,Mason,Mack,0,8
11530,Dustin,Rodgers,0,2
11531,Quentin,Hanson,1,5
11532,Brianna,Meza,0,27
11533,Sabrina,Buckley,0,3
11534,Jax,Norman,1,5
11535,Macie,Odom,0,20
11536,Rachael,Schwartz,0,11
11537,Karla,Mcknight,1,37
11538,Clara,Harper,1,47
11539,Cecilia,Higgins,0,37
11540,Maximo,Sawyer,1,5
11541,Jayvion,Glover,0,9
11542,Hillary,Cantu,1,20
11543,Chana,Hanson,0,39
11544,Elliott,Dennis,0,33
11545,Misael,Wise,0,7
11546,Katie,Santos,0,19
11547,Sariah,Serrano,0,21
11548,Hillary,Bullock,0,49
11549,Jaylynn,Arroyo,1,9
11550,Anderson,Owens,0,20
11551,Marilyn,Hodge,0,30
11552,Mallory,Odom,1,50
11553,Paloma,Hickman,0,49
11554,Ulises,Hanson,0,39
11555,Braiden,Lane,0,20
11556,Dalton,Hutchinson,0,9
11557,Abram,Myers,1,20
11558,Luka,Moss,0,27
11559,Vance,Meadows,0,32
11560,Anahi,Odom,0,27
11561,Daniel,Barnett,0,4
11562,Demetrius,Browning,0,4
11563,Cooper,Shelton,1,20
11564,Jax,Gutierrez,1,44
11565,Paloma,Arroyo,0,8
11566,Ryland,Yates,1,46
11567,Rhys,Rodgers,0,33
11568,Peyton,Allen,0,9
11569,Paloma,Harper,1,8
11570,Daniel,Ayala,0,13
11571,Malachi,Buckley,0,46
11572,Alaina,Kramer,0,46
11573,Haiden,Meadows,0,45
11574,Bailey,Buckley,0,9
11575,Camren,Crosby,0,10
11576,Jaylene,Weiss,0,7
11577,Nathaly,Huff,1,39
11578,Meghan,Munoz,0,21
11579,Emery,Hanna,0,27
11580,Daniel,Todd,0,40
11581,Phoebe,Lynn,0,19
11582,Lilly,Odom,1,7
11583,Alani,Ross,0,46
11584,James,Rodgers,0,32
11585,Ulises,Allen,0,45
11586,Aedan,Kennedy,1,9
11587,Lorenzo,Ramirez,1,39
11588,Cecilia,Acosta,0,7
11589,Jaylynn,Vaughn,0,27
11590,Micah,Lane,1,7
11591,Bridger,Myers,0,21
11592,Quinn,Sherman,0,46
11593,Cecilia,Smith,1,30
11594,Jacey,Rice,1,7
11595,Quentin,Odom,1,4
11596,Maxim,Munoz,1,10
11597,Shaylee,Little,0,21
11598,Abigayle,Whitehead,1,33
11599,Zoey,Gutierrez,0,21
11600,Carissa,Ramirez,0,21
11601,Bridger,Thornton,0,30
11602,Brycen,Serrano,1,33
11603,Audrina,Pratt,1,45
11604,Elias,Schwartz,1,9
11605,Braiden,Adams,0,4
11606,Jovany,Benton,1,7
11607,Lilliana,Haynes,0,30
11608,Sidney,Hanson,0,30
11609,Dalton,Hood,1,10
11610,Anderson,Haynes,0,45
11611,Chana,Mcgee,0,19
11612,Maxwell,Meyer,0,27
11613,Saige,Higgins,0,32
11614,Micah,Vaughn,0,6
11615,Zayden,Acosta,0,8
11616,Paityn,Cervantes,1,40
11617,Yahir,Brandt,0,37
11618,Frederick,Kennedy,1,17
11619,Yasmine,Sherman,0,2
11620,Jaylin,Preston,1,40
11621,Duncan,Cervantes,1,8
11622,Rhys,Ayala,0,20
11623,Alaina,Conner,0,37
11624,Daniel,Serrano,1,5
11625,Jaylene,Meyer,1,11
11626,Misael,Rojas,1,1
11627,Aydin,Arias,0,47
11628,Aedan,Hanson,0,47
11629,Mallory,Cooley,0,5
11630,Carina,Haynes,0,27
11631,Rebekah,Haynes,1,25
11632,Rudy,Keller,1,25
11633,Rebekah,Richardson,0,49
11634,Carina,Moss,0,10
11635,Vaughn,Reed,0,1
11636,Zayden,York,0,5
11637,Quentin,Woodard,0,1
11638,Jaylan,Parsons,1,37
11639,Julien,Mcknight,0,47
11640,Franco,Barber,0,17
11641,Karli,Rosales,1,2
11642,Alex,Faulkner,0,42
11643,Anderson,Rodgers,0,20
11644,Marley,Ramirez,0,20
11645,Alivia,Murillo,1,9
11646,Malachi,Preston,1,20
11647,Braiden,Richardson,0,17
11648,Carissa,Andrade,0,5
11649,Braiden,Brandt,0,11
11650,Aydin,Hanson,1,1
11651,Journey,Schwartz,1,17
11652,Javon,Patel,0,42
11653,Vaughn,Haley,0,9
11654,Sabrina,Barnett,1,5
11655,Aydin,Parks,1,11
11656,Abigayle,Barker,0,47
11657,Alessandro,Jacobson,0,5
11658,Aydin,Huff,0,47
11659,Belen,Arroyo,0,17
11660,Dustin,Nolan,1,2
11661,Destinee,Bennett,1,25
11662,Luka,Keller,0,9
11663,Haiden,Huff,0,27
11664,Jaylynn,Sweeney,1,5
11665,Julien,Ayala,0,11
11666,Camren,Lara,0,47
11667,Duncan,Reed,1,20
11668,Mason,Patel,1,47
11669,Lorenzo,Diaz,1,40
11670,Sidney,Meza,0,37
11671,Anahi,Richardson,0,47
11672,Kali,Preston,0,37
11673,Amani,Rodgers,0,40
11674,Sidney,Thornton,0,11
11675,Karli,Anthony,0,20
11676,Belen,Barker,0,12
11677,Lilliana,Little,0,2
11678,Sidney,Stephens,0,40
11679,Yasmine,Avila,1,40
11680,Rachael,Padilla,0,9
11681,Elias,Rodgers,1,8
11682,Alexandra,Frederick,0,49
11683,Paloma,Meza,0,1
11684,Ryland,Mcdaniel,0,10
11685,Tiffany,Little,1,40
11686,Abram,Arroyo,0,37
11687,Gwendolyn,Smith,0,1
11688,Jaylen,Cordova,0,49
11689,Ayana,Huff,0,10
11690,Mariana,Nguyen,0,40
11691,Lorenzo,Reilly,1,1
11692,Mason,Gonzales,0,1
11693,Jacey,Dennis,0,42
11694,Aylin,Buckley,0,5
11695,Ryland,Parks,0,11
11696,James,Clay,0,8
11697,Luka,Walton,0,1
11698,James,Ramirez,1,17
11699,Reid,Buckley,0,49
11700,Journey,Holmes,0,5
11701,Zoey,Murillo,1,47
11702,Jaylene,Arroyo,0,1
11703,Quintin,Thornton,0,11
11704,Alisson,Munoz,1,1
11705,Emery,Glover,0,11
11706,Juan,Edwards,0,5
11707,Zayden,Morris,0,1
11708,Chase,Meadows,0,11
11709,Bridger,Frederick,0,2
11710,Belen,Andrade,0,11
11711,Cecilia,Odonnell,1,2
11712,Quintin,Nolan,0,17
11713,Lilliana,Campbell,1,10
11714,Malachi,Anthony,0,47
11715,Zayden,Clay,1,1
11716,Quintin,Campbell,0,11
11717,Tiffany,Norman,0,27
11718,Lilliana,Mccarty,0,20
11719,Elias,Moss,0,42
11720,Carina,Haley,0,47
11721,Aedan,Adams,1,37
11722,Sariah,Mcdonald,0,8
11723,Jaiden,Garrison,0,2
11724,Jacey,Arroyo,0,42
11725,Rebekah,Whitehead,0,45
11726,Meghan,Smith,1,45
11727,Journey,Clay,0,37
11728,Jacey,James,0,9
11729,Christian,Harper,0,20
11730,Timothy,Chandler,0,49
11731,Karli,Novak,0,37
11732,Luka,Richardson,1,15
11733,Marely,Meza,0,5
11734,Roy,Higgins,1,47
11735,Rhys,Dunn,0,10
11736,Sidney,Campbell,0,37
11737,Karla,Hanna,0,47
11738,Dustin,Shelton,1,17
11739,Malachi,Meyers,0,25
11740,Sariah,Sherman,0,2
11741,Amani,Hutchinson,0,11
11742,Aydan,Ross,1,37
11743,Jacey,Mcgee,1,47
11744,Jaylan,Owens,0,1
11745,Dalton,Smith,0,40
11746,Jacey,Wise,0,20
11747,Vance,James,0,40
11748,Luka,Cordova,1,17
11749,Lorenzo,Whitehead,0,34
11750,Yahir,Hale,0,31
11751,Phoebe,Murillo,0,38
11752,Thomas,Cordova,0,31
11753,Azaria,Arias,0,31
11754,Micah,Whitney,0,38
11755,Rebekah,Chandler,1,31
11756,Emery,Allen,1,38
11757,Juan,Hooper,0,34
11758,Paloma,Shelton,1,31
11759,Makayla,Serrano,0,31
11760,Rudy,Whitehead,1,31
11761,Azaria,Vaughn,1,38
11762,Azaria,Horton,1,31
11763,Belen,Reilly,1,31
11764,Jakobe,Buckley,0,34
11765,Jaiden,Jenkins,1,38
11766,Belen,Little,0,34
11767,Brianna,Lane,0,38
11768,August,Ball,0,34
11769,Makayla,Arnold,0,25
11770,Alani,Adams,0,27
11771,Gwendolyn,Mays,0,45
11772,Micah,Bennett,1,9
11773,Alisson,Gutierrez,0,11
11774,Chana,Wyatt,0,5
11775,Marilyn,Whitney,0,5
11776,Catalina,Ashley,0,37
11777,Journey,Ramirez,0,5
11778,Christian,Diaz,1,20
11779,Karla,Cervantes,0,40
11780,Nathaly,Shelton,0,10
11781,Cecilia,Buckley,1,1
11782,Katie,Odom,0,47
11783,Lorenzo,Mcgee,0,11
11784,Jasmin,Adams,0,25
11785,Aydan,Cantu,1,8
11786,Esteban,Kennedy,0,27
11787,Frederick,Whitney,0,37
11788,Destiny,Myers,1,5
11789,Alfonso,Acosta,0,47
11790,Catalina,Rice,0,11
11791,Jasper,Mcgee,1,9
11792,Emery,Short,0,5
11793,Jaylen,Murillo,0,11
11794,Bailey,Cordova,0,1
11795,Thomas,Padilla,0,37
11796,Karla,Woodard,0,5
11797,Aydan,Rojas,0,11
11798,Aurora,Christian,1,45
11799,Brianna,Todd,1,45
11800,Brianna,Mccarty,0,40
11801,Aedan,Barnett,0,45
11802,Meghan,Francis,0,17
11803,Rebekah,Conner,0,40
11804,Amani,Vaughn,0,45
11805,Reilly,Mccarty,0,11
11806,Javon,Olson,0,47
11807,Jovany,Mcfarland,0,5
11808,Paityn,Odom,1,42
11809,Zoe,Shelton,0,5
11810,Misael,Hooper,1,9
11811,Gwendolyn,Kramer,0,47
11812,Braelyn,Munoz,1,49
11813,Jadyn,Brandt,0,40
11814,Lorena,Novak,1,8
11815,Quinn,Lara,0,20
11816,Yasmine,Cervantes,0,1
11817,Aurora,Ashley,1,11
11818,Brycen,Hale,1,1
11819,Christian,Meadows,0,20
11820,Aedan,Acosta,0,2
11821,Anderson,Padilla,1,47
11822,Aedan,Keller,0,37
11823,Dalton,Allen,0,2
11824,Destiny,Avila,0,17
11825,Cooper,Pratt,0,37
11826,Thomas,Vang,1,37
11827,Aedan,Crosby,0,2
11828,Destinee,Allen,0,20
11829,Marley,Avila,0,10
11830,Luka,Stephens,0,37
11831,Lilliana,Novak,0,47
11832,Braelyn,James,1,20
